TASK 2 - PHASE 4: COORDINATED MOTION LOG
Full leg motion sequences with foot trajectory
================================================================================

SEQUENCE: Step Cycle
  GTime |        Stage |     Hip |    Knee |   Foot X |   Foot Y |   HipLoad |  KneeLoad
  5.170 |       EXTEND |   20.88 |   24.97 |   0.7458 |   0.4651 |   8.9369N |   1.6402N
  5.180 |       EXTEND |   21.00 |   24.87 |   0.7453 |   0.4663 |   8.9295N |   1.6395N
  5.190 |       EXTEND |   21.12 |   24.77 |   0.7448 |   0.4674 |   8.9220N |   1.6386N
  5.200 |       EXTEND |   21.25 |   24.67 |   0.7443 |   0.4686 |   8.9144N |   1.6378N
  5.210 |       EXTEND |   21.38 |   24.58 |   0.7437 |   0.4698 |   8.9068N |   1.6368N
  5.220 |       EXTEND |   21.50 |   24.49 |   0.7431 |   0.4709 |   8.8992N |   1.6359N
  5.230 |       EXTEND |   21.62 |   24.40 |   0.7426 |   0.4721 |   8.8915N |   1.6348N
  5.240 |       EXTEND |   21.75 |   24.31 |   0.7420 |   0.4733 |   8.8838N |   1.6337N
  5.250 |       EXTEND |   21.88 |   24.22 |   0.7414 |   0.4745 |   8.8761N |   1.6326N
  5.260 |       EXTEND |   22.00 |   24.14 |   0.7408 |   0.4757 |   8.8683N |   1.6314N
  5.270 |       EXTEND |   22.12 |   24.06 |   0.7401 |   0.4769 |   8.8604N |   1.6301N
  5.280 |       EXTEND |   22.25 |   23.98 |   0.7395 |   0.4782 |   8.8526N |   1.6288N
  5.290 |       EXTEND |   22.38 |   23.90 |   0.7389 |   0.4794 |   8.8446N |   1.6275N
  5.300 |       EXTEND |   22.50 |   23.82 |   0.7382 |   0.4806 |   8.8367N |   1.6261N
  5.310 |       EXTEND |   22.62 |   23.74 |   0.7375 |   0.4819 |   8.8287N |   1.6246N
  5.320 |       EXTEND |   22.75 |   23.67 |   0.7369 |   0.4831 |   8.8206N |   1.6231N
  5.330 |       EXTEND |   22.88 |   23.59 |   0.7362 |   0.4844 |   8.8125N |   1.6216N
  5.340 |       EXTEND |   23.00 |   23.52 |   0.7355 |   0.4856 |   8.8044N |   1.6200N
  5.350 |       EXTEND |   23.12 |   23.45 |   0.7348 |   0.4869 |   8.7962N |   1.6184N
  5.360 |       EXTEND |   23.25 |   23.38 |   0.7341 |   0.4882 |   8.7880N |   1.6167N
  5.370 |       EXTEND |   23.38 |   23.31 |   0.7333 |   0.4894 |   8.7798N |   1.6150N
  5.380 |       EXTEND |   23.50 |   23.25 |   0.7326 |   0.4907 |   8.7715N |   1.6132N
  5.390 |       EXTEND |   23.62 |   23.18 |   0.7319 |   0.4920 |   8.7631N |   1.6114N
  5.400 |       EXTEND |   23.75 |   23.12 |   0.7311 |   0.4933 |   8.7547N |   1.6096N
  5.410 |       EXTEND |   23.88 |   23.06 |   0.7304 |   0.4946 |   8.7463N |   1.6077N
  5.420 |       EXTEND |   24.00 |   23.00 |   0.7296 |   0.4959 |   8.7378N |   1.6058N
  5.430 |       EXTEND |   24.12 |   22.94 |   0.7288 |   0.4972 |   8.7293N |   1.6038N
  5.440 |       EXTEND |   24.25 |   22.88 |   0.7280 |   0.4985 |   8.7208N |   1.6019N
  5.450 |       EXTEND |   24.38 |   22.82 |   0.7272 |   0.4998 |   8.7122N |   1.5998N
  5.460 |       EXTEND |   24.50 |   22.76 |   0.7264 |   0.5011 |   8.7036N |   1.5978N
  5.470 |       EXTEND |   24.62 |   22.71 |   0.7256 |   0.5025 |   8.6949N |   1.5956N
  5.480 |       EXTEND |   24.75 |   22.65 |   0.7248 |   0.5038 |   8.6862N |   1.5935N
  5.490 |       EXTEND |   24.88 |   22.60 |   0.7240 |   0.5051 |   8.6774N |   1.5913N
  5.500 |       EXTEND |   25.00 |   22.55 |   0.7231 |   0.5065 |   8.6686N |   1.5891N
  5.510 |       EXTEND |   25.12 |   22.50 |   0.7223 |   0.5078 |   8.6598N |   1.5869N
  5.520 |       EXTEND |   25.25 |   22.45 |   0.7214 |   0.5091 |   8.6509N |   1.5846N
  5.530 |       EXTEND |   25.38 |   22.40 |   0.7206 |   0.5105 |   8.6420N |   1.5823N
  5.540 |       EXTEND |   25.50 |   22.35 |   0.7197 |   0.5118 |   8.6330N |   1.5799N
  5.550 |       EXTEND |   25.62 |   22.30 |   0.7188 |   0.5132 |   8.6240N |   1.5776N
  5.560 |       EXTEND |   25.75 |   22.26 |   0.7180 |   0.5145 |   8.6150N |   1.5752N
  5.570 |       EXTEND |   25.88 |   22.21 |   0.7171 |   0.5159 |   8.6059N |   1.5727N
  5.580 |       EXTEND |   26.00 |   22.17 |   0.7162 |   0.5172 |   8.5967N |   1.5702N
  5.590 |       EXTEND |   26.12 |   22.13 |   0.7153 |   0.5186 |   8.5876N |   1.5677N
  5.600 |       EXTEND |   26.25 |   22.08 |   0.7144 |   0.5200 |   8.5784N |   1.5652N
  5.610 |       EXTEND |   26.38 |   22.04 |   0.7134 |   0.5213 |   8.5691N |   1.5626N
  5.620 |       EXTEND |   26.50 |   22.00 |   0.7125 |   0.5227 |   8.5598N |   1.5601N
  5.630 |       EXTEND |   26.62 |   21.96 |   0.7116 |   0.5241 |   8.5505N |   1.5574N
  5.640 |       EXTEND |   26.75 |   21.92 |   0.7106 |   0.5254 |   8.5411N |   1.5548N
  5.650 |       EXTEND |   26.88 |   21.88 |   0.7097 |   0.5268 |   8.5317N |   1.5521N
  5.660 |       EXTEND |   27.00 |   21.85 |   0.7087 |   0.5282 |   8.5223N |   1.5494N
  5.670 |       EXTEND |   27.12 |   21.81 |   0.7078 |   0.5295 |   8.5128N |   1.5467N
  5.680 |       EXTEND |   27.25 |   21.77 |   0.7068 |   0.5309 |   8.5032N |   1.5439N
  5.690 |       EXTEND |   27.38 |   21.74 |   0.7058 |   0.5323 |   8.4937N |   1.5412N
  5.700 |       EXTEND |   27.50 |   21.70 |   0.7049 |   0.5337 |   8.4840N |   1.5384N
  5.710 |       EXTEND |   27.62 |   21.67 |   0.7039 |   0.5351 |   8.4744N |   1.5355N
  5.720 |       EXTEND |   27.75 |   21.63 |   0.7029 |   0.5364 |   8.4647N |   1.5327N
  5.730 |       EXTEND |   27.88 |   21.60 |   0.7019 |   0.5378 |   8.4549N |   1.5298N
  5.740 |       EXTEND |   28.00 |   21.57 |   0.7009 |   0.5392 |   8.4452N |   1.5269N
  5.750 |       EXTEND |   28.12 |   21.54 |   0.6999 |   0.5406 |   8.4354N |   1.5240N
  5.760 |       EXTEND |   28.25 |   21.51 |   0.6989 |   0.5420 |   8.4255N |   1.5210N
  5.770 |       EXTEND |   28.38 |   21.48 |   0.6978 |   0.5434 |   8.4156N |   1.5180N
  5.780 |       EXTEND |   28.50 |   21.45 |   0.6968 |   0.5448 |   8.4057N |   1.5150N
  5.790 |       EXTEND |   28.62 |   21.42 |   0.6958 |   0.5462 |   8.3957N |   1.5120N
  5.800 |       EXTEND |   28.75 |   21.39 |   0.6947 |   0.5475 |   8.3857N |   1.5090N
  5.810 |       EXTEND |   28.88 |   21.36 |   0.6937 |   0.5489 |   8.3756N |   1.5059N
  5.820 |       EXTEND |   29.00 |   21.34 |   0.6926 |   0.5503 |   8.3655N |   1.5028N
  5.830 |       EXTEND |   29.12 |   21.31 |   0.6916 |   0.5517 |   8.3554N |   1.4997N
  5.840 |       EXTEND |   29.25 |   21.28 |   0.6905 |   0.5531 |   8.3452N |   1.4965N
  5.850 |       EXTEND |   29.38 |   21.26 |   0.6894 |   0.5545 |   8.3350N |   1.4934N
  5.860 |       EXTEND |   29.50 |   21.23 |   0.6884 |   0.5559 |   8.3247N |   1.4902N
  5.870 |       EXTEND |   29.62 |   21.21 |   0.6873 |   0.5573 |   8.3144N |   1.4870N
  5.880 |       EXTEND |   29.75 |   21.18 |   0.6862 |   0.5587 |   8.3041N |   1.4838N
  5.890 |       EXTEND |   29.88 |   21.16 |   0.6851 |   0.5601 |   8.2937N |   1.4806N
  5.900 |       EXTEND |   30.00 |   21.14 |   0.6840 |   0.5615 |   8.2833N |   1.4773N
  5.910 |       EXTEND |   30.12 |   21.11 |   0.6829 |   0.5628 |   8.2729N |   1.4740N
  5.920 |       EXTEND |   30.25 |   21.09 |   0.6818 |   0.5642 |   8.2624N |   1.4708N
  5.930 |       EXTEND |   30.38 |   21.07 |   0.6807 |   0.5656 |   8.2518N |   1.4674N
  5.940 |       EXTEND |   30.50 |   21.05 |   0.6796 |   0.5670 |   8.2413N |   1.4641N
  5.950 |       EXTEND |   30.62 |   21.03 |   0.6784 |   0.5684 |   8.2307N |   1.4608N
  5.960 |       EXTEND |   30.75 |   21.01 |   0.6773 |   0.5698 |   8.2200N |   1.4574N
  5.970 |       EXTEND |   30.88 |   20.99 |   0.6762 |   0.5712 |   8.2093N |   1.4540N
  5.980 |       EXTEND |   31.00 |   20.97 |   0.6750 |   0.5726 |   8.1986N |   1.4506N
  5.990 |       EXTEND |   31.12 |   20.95 |   0.6739 |   0.5740 |   8.1878N |   1.4472N
  6.000 |       EXTEND |   31.25 |   20.93 |   0.6727 |   0.5754 |   8.1770N |   1.4437N
  6.010 |       EXTEND |   31.38 |   20.91 |   0.6716 |   0.5767 |   8.1662N |   1.4403N
  6.020 |       EXTEND |   31.50 |   20.89 |   0.6704 |   0.5781 |   8.1553N |   1.4368N
  6.030 |       EXTEND |   31.62 |   20.87 |   0.6693 |   0.5795 |   8.1444N |   1.4333N
  6.040 |       EXTEND |   31.75 |   20.86 |   0.6681 |   0.5809 |   8.1334N |   1.4298N
  6.050 |       EXTEND |   31.88 |   20.84 |   0.6669 |   0.5823 |   8.1224N |   1.4263N
  6.060 |       EXTEND |   32.00 |   20.82 |   0.6657 |   0.5837 |   8.1114N |   1.4227N
  6.070 |       EXTEND |   32.12 |   20.81 |   0.6646 |   0.5850 |   8.1003N |   1.4192N
  6.080 |       EXTEND |   32.25 |   20.79 |   0.6634 |   0.5864 |   8.0892N |   1.4156N
  6.090 |       EXTEND |   32.38 |   20.77 |   0.6622 |   0.5878 |   8.0780N |   1.4120N
  6.100 |       EXTEND |   32.50 |   20.76 |   0.6610 |   0.5892 |   8.0668N |   1.4084N
  6.110 |       EXTEND |   32.62 |   20.74 |   0.6598 |   0.5906 |   8.0556N |   1.4048N
  6.120 |       EXTEND |   32.75 |   20.73 |   0.6586 |   0.5919 |   8.0443N |   1.4012N
  6.130 |       EXTEND |   32.88 |   20.71 |   0.6574 |   0.5933 |   8.0330N |   1.3975N
  6.140 |       EXTEND |   33.00 |   20.70 |   0.6561 |   0.5947 |   8.0217N |   1.3938N
  6.150 |       EXTEND |   33.12 |   20.69 |   0.6549 |   0.5961 |   8.0103N |   1.3902N
  6.160 |       EXTEND |   33.25 |   20.67 |   0.6537 |   0.5974 |   7.9989N |   1.3865N
  6.170 |       EXTEND |   33.38 |   20.66 |   0.6525 |   0.5988 |   7.9874N |   1.3828N
  6.180 |       EXTEND |   33.50 |   20.65 |   0.6512 |   0.6002 |   7.9759N |   1.3790N
  6.190 |       EXTEND |   33.62 |   20.63 |   0.6500 |   0.6015 |   7.9644N |   1.3753N
  6.200 |       EXTEND |   33.75 |   20.62 |   0.6488 |   0.6029 |   7.9528N |   1.3716N
  6.210 |       EXTEND |   33.88 |   20.61 |   0.6475 |   0.6043 |   7.9412N |   1.3678N
  6.220 |       EXTEND |   34.00 |   20.60 |   0.6463 |   0.6056 |   7.9295N |   1.3640N
  6.230 |       EXTEND |   34.12 |   20.58 |   0.6450 |   0.6070 |   7.9178N |   1.3602N
  6.240 |       EXTEND |   34.25 |   20.57 |   0.6437 |   0.6083 |   7.9061N |   1.3564N
  6.250 |       EXTEND |   34.38 |   20.56 |   0.6425 |   0.6097 |   7.8944N |   1.3526N
  6.260 |       EXTEND |   34.50 |   20.55 |   0.6412 |   0.6111 |   7.8826N |   1.3488N
  6.270 |       EXTEND |   34.62 |   20.54 |   0.6399 |   0.6124 |   7.8707N |   1.3449N
  6.280 |       EXTEND |   34.75 |   20.53 |   0.6387 |   0.6138 |   7.8588N |   1.3411N
  6.290 |       EXTEND |   34.88 |   20.52 |   0.6374 |   0.6151 |   7.8469N |   1.3372N
  6.300 |       EXTEND |   35.00 |   20.51 |   0.6361 |   0.6165 |   7.8350N |   1.3333N
  6.310 |       EXTEND |   35.12 |   20.50 |   0.6348 |   0.6178 |   7.8230N |   1.3294N
  6.320 |       EXTEND |   35.25 |   20.49 |   0.6335 |   0.6192 |   7.8110N |   1.3255N
  6.330 |       EXTEND |   35.38 |   20.48 |   0.6322 |   0.6205 |   7.7989N |   1.3216N
  6.340 |       EXTEND |   35.50 |   20.47 |   0.6309 |   0.6218 |   7.7868N |   1.3177N
  6.350 |       EXTEND |   35.62 |   20.46 |   0.6296 |   0.6232 |   7.7747N |   1.3137N
  6.360 |       EXTEND |   35.75 |   20.45 |   0.6283 |   0.6245 |   7.7625N |   1.3098N
  6.370 |       EXTEND |   35.88 |   20.44 |   0.6270 |   0.6258 |   7.7503N |   1.3058N
  6.380 |       EXTEND |   36.00 |   20.43 |   0.6257 |   0.6272 |   7.7380N |   1.3018N
  6.390 |       EXTEND |   36.12 |   20.42 |   0.6244 |   0.6285 |   7.7258N |   1.2979N
  6.400 |       EXTEND |   36.25 |   20.41 |   0.6230 |   0.6298 |   7.7134N |   1.2939N
  6.410 |       EXTEND |   36.38 |   20.41 |   0.6217 |   0.6312 |   7.7011N |   1.2899N
  6.420 |       EXTEND |   36.50 |   20.40 |   0.6204 |   0.6325 |   7.6887N |   1.2858N
  6.430 |       EXTEND |   36.62 |   20.39 |   0.6190 |   0.6338 |   7.6763N |   1.2818N
  6.440 |       EXTEND |   36.75 |   20.38 |   0.6177 |   0.6351 |   7.6638N |   1.2778N
  6.450 |       EXTEND |   36.88 |   20.37 |   0.6164 |   0.6364 |   7.6513N |   1.2737N
  6.460 |       EXTEND |   37.00 |   20.37 |   0.6150 |   0.6378 |   7.6387N |   1.2696N
  6.470 |       EXTEND |   37.12 |   20.36 |   0.6137 |   0.6391 |   7.6262N |   1.2656N
  6.480 |       EXTEND |   37.25 |   20.35 |   0.6123 |   0.6404 |   7.6136N |   1.2615N
  6.490 |       EXTEND |   37.38 |   20.34 |   0.6110 |   0.6417 |   7.6009N |   1.2574N
  6.500 |       EXTEND |   37.50 |   20.34 |   0.6096 |   0.6430 |   7.5882N |   1.2533N
  8.010 |        LOWER |   37.38 |   20.16 |   0.6121 |   0.6410 |   7.6009N |   1.2639N
  8.020 |        LOWER |   37.25 |   19.98 |   0.6145 |   0.6390 |   7.6136N |   1.2744N
  8.030 |        LOWER |   37.12 |   19.80 |   0.6170 |   0.6370 |   7.6262N |   1.2849N
  8.040 |        LOWER |   37.00 |   19.62 |   0.6194 |   0.6349 |   7.6387N |   1.2954N
  8.050 |        LOWER |   36.88 |   19.44 |   0.6218 |   0.6329 |   7.6513N |   1.3059N
  8.060 |        LOWER |   36.75 |   19.26 |   0.6243 |   0.6308 |   7.6638N |   1.3163N
  8.070 |        LOWER |   36.62 |   19.08 |   0.6267 |   0.6287 |   7.6763N |   1.3267N
  8.080 |        LOWER |   36.50 |   18.90 |   0.6291 |   0.6267 |   7.6887N |   1.3370N
  8.090 |        LOWER |   36.38 |   18.72 |   0.6315 |   0.6246 |   7.7011N |   1.3473N
  8.100 |        LOWER |   36.25 |   18.54 |   0.6339 |   0.6225 |   7.7134N |   1.3576N
  8.110 |        LOWER |   36.12 |   18.36 |   0.6362 |   0.6204 |   7.7258N |   1.3678N
  8.120 |        LOWER |   36.00 |   18.18 |   0.6386 |   0.6182 |   7.7380N |   1.3780N
  8.130 |        LOWER |   35.88 |   18.00 |   0.6410 |   0.6161 |   7.7503N |   1.3881N
  8.140 |        LOWER |   35.75 |   17.82 |   0.6433 |   0.6140 |   7.7625N |   1.3982N
  8.150 |        LOWER |   35.62 |   17.64 |   0.6457 |   0.6118 |   7.7747N |   1.4083N
  8.160 |        LOWER |   35.50 |   17.46 |   0.6480 |   0.6096 |   7.7868N |   1.4183N
  8.170 |        LOWER |   35.38 |   17.28 |   0.6503 |   0.6075 |   7.7989N |   1.4283N
  8.180 |        LOWER |   35.25 |   17.10 |   0.6527 |   0.6053 |   7.8110N |   1.4382N
  8.190 |        LOWER |   35.12 |   16.92 |   0.6550 |   0.6031 |   7.8230N |   1.4481N
  8.200 |        LOWER |   35.00 |   16.74 |   0.6573 |   0.6009 |   7.8350N |   1.4580N
  8.210 |        LOWER |   34.88 |   16.56 |   0.6596 |   0.5986 |   7.8469N |   1.4678N
  8.220 |        LOWER |   34.75 |   16.38 |   0.6619 |   0.5964 |   7.8588N |   1.4776N
  8.230 |        LOWER |   34.62 |   16.20 |   0.6641 |   0.5942 |   7.8707N |   1.4873N
  8.240 |        LOWER |   34.50 |   16.02 |   0.6664 |   0.5919 |   7.8826N |   1.4970N
  8.250 |        LOWER |   34.38 |   15.84 |   0.6687 |   0.5897 |   7.8944N |   1.5067N
  8.260 |        LOWER |   34.25 |   15.66 |   0.6709 |   0.5874 |   7.9061N |   1.5163N
  8.270 |        LOWER |   34.12 |   15.48 |   0.6731 |   0.5851 |   7.9178N |   1.5258N
  8.280 |        LOWER |   34.00 |   15.30 |   0.6754 |   0.5828 |   7.9295N |   1.5354N
  8.290 |        LOWER |   33.88 |   15.12 |   0.6776 |   0.5805 |   7.9412N |   1.5448N
  8.300 |        LOWER |   33.75 |   14.94 |   0.6798 |   0.5782 |   7.9528N |   1.5543N
  8.310 |        LOWER |   33.62 |   14.76 |   0.6820 |   0.5759 |   7.9644N |   1.5637N
  8.320 |        LOWER |   33.50 |   14.58 |   0.6842 |   0.5736 |   7.9759N |   1.5730N
  8.330 |        LOWER |   33.38 |   14.40 |   0.6864 |   0.5713 |   7.9874N |   1.5823N
  8.340 |        LOWER |   33.25 |   14.22 |   0.6885 |   0.5689 |   7.9989N |   1.5916N
  8.350 |        LOWER |   33.12 |   14.04 |   0.6907 |   0.5666 |   8.0103N |   1.6008N
  8.360 |        LOWER |   33.00 |   13.86 |   0.6929 |   0.5642 |   8.0217N |   1.6100N
  8.370 |        LOWER |   32.88 |   13.68 |   0.6950 |   0.5618 |   8.0330N |   1.6190N
  8.380 |        LOWER |   32.75 |   13.51 |   0.6971 |   0.5595 |   8.0443N |   1.6279N
  8.390 |        LOWER |   32.62 |   13.34 |   0.6992 |   0.5571 |   8.0556N |   1.6366N
  8.400 |        LOWER |   32.50 |   13.17 |   0.7012 |   0.5548 |   8.0668N |   1.6452N
  8.410 |        LOWER |   32.38 |   13.01 |   0.7032 |   0.5525 |   8.0780N |   1.6537N
  8.420 |        LOWER |   32.25 |   12.85 |   0.7052 |   0.5501 |   8.0892N |   1.6620N
  8.430 |        LOWER |   32.12 |   12.69 |   0.7072 |   0.5478 |   8.1003N |   1.6702N
  8.440 |        LOWER |   32.00 |   12.54 |   0.7091 |   0.5455 |   8.1114N |   1.6782N
  8.450 |        LOWER |   31.88 |   12.39 |   0.7111 |   0.5432 |   8.1224N |   1.6862N
  8.460 |        LOWER |   31.75 |   12.24 |   0.7130 |   0.5409 |   8.1334N |   1.6940N
  8.470 |        LOWER |   31.62 |   12.09 |   0.7148 |   0.5386 |   8.1444N |   1.7016N
  8.480 |        LOWER |   31.50 |   11.95 |   0.7167 |   0.5363 |   8.1553N |   1.7092N
  8.490 |        LOWER |   31.38 |   11.81 |   0.7185 |   0.5341 |   8.1662N |   1.7166N
  8.500 |        LOWER |   31.25 |   11.68 |   0.7204 |   0.5318 |   8.1770N |   1.7240N
  8.510 |        LOWER |   31.12 |   11.54 |   0.7221 |   0.5295 |   8.1878N |   1.7312N
  8.520 |        LOWER |   31.00 |   11.41 |   0.7239 |   0.5273 |   8.1986N |   1.7383N
  8.530 |        LOWER |   30.88 |   11.28 |   0.7257 |   0.5251 |   8.2093N |   1.7453N
  8.540 |        LOWER |   30.75 |   11.16 |   0.7274 |   0.5228 |   8.2200N |   1.7522N
  8.550 |        LOWER |   30.62 |   11.03 |   0.7291 |   0.5206 |   8.2307N |   1.7590N
  8.560 |        LOWER |   30.50 |   10.91 |   0.7308 |   0.5184 |   8.2413N |   1.7657N
  8.570 |        LOWER |   30.38 |   10.80 |   0.7325 |   0.5161 |   8.2518N |   1.7723N
  8.580 |        LOWER |   30.25 |   10.68 |   0.7341 |   0.5139 |   8.2624N |   1.7788N
  8.590 |        LOWER |   30.12 |   10.57 |   0.7358 |   0.5117 |   8.2729N |   1.7852N
  8.600 |        LOWER |   30.00 |   10.45 |   0.7374 |   0.5095 |   8.2833N |   1.7915N
  8.610 |        LOWER |   29.88 |   10.35 |   0.7390 |   0.5073 |   8.2937N |   1.7977N
  8.620 |        LOWER |   29.75 |   10.24 |   0.7406 |   0.5052 |   8.3041N |   1.8039N
  8.630 |        LOWER |   29.62 |   10.13 |   0.7421 |   0.5030 |   8.3144N |   1.8099N
  8.640 |        LOWER |   29.50 |   10.03 |   0.7437 |   0.5008 |   8.3247N |   1.8159N
  8.650 |        LOWER |   29.38 |    9.93 |   0.7452 |   0.4986 |   8.3350N |   1.8218N
  8.660 |        LOWER |   29.25 |    9.83 |   0.7467 |   0.4965 |   8.3452N |   1.8276N
  8.670 |        LOWER |   29.12 |    9.74 |   0.7483 |   0.4943 |   8.3554N |   1.8333N
  8.680 |        LOWER |   29.00 |    9.64 |   0.7497 |   0.4922 |   8.3655N |   1.8390N
  8.690 |        LOWER |   28.88 |    9.55 |   0.7512 |   0.4900 |   8.3756N |   1.8445N
  8.700 |        LOWER |   28.75 |    9.46 |   0.7527 |   0.4879 |   8.3857N |   1.8500N
  8.710 |        LOWER |   28.62 |    9.37 |   0.7541 |   0.4858 |   8.3957N |   1.8555N
  8.720 |        LOWER |   28.50 |    9.28 |   0.7556 |   0.4836 |   8.4057N |   1.8608N
  8.730 |        LOWER |   28.38 |    9.19 |   0.7570 |   0.4815 |   8.4156N |   1.8661N
  8.740 |        LOWER |   28.25 |    9.11 |   0.7584 |   0.4794 |   8.4255N |   1.8713N
  8.750 |        LOWER |   28.12 |    9.03 |   0.7598 |   0.4773 |   8.4354N |   1.8765N
  8.760 |        LOWER |   28.00 |    8.95 |   0.7611 |   0.4752 |   8.4452N |   1.8816N
  8.770 |        LOWER |   27.88 |    8.87 |   0.7625 |   0.4731 |   8.4549N |   1.8866N
  8.780 |        LOWER |   27.75 |    8.79 |   0.7639 |   0.4710 |   8.4647N |   1.8916N
  8.790 |        LOWER |   27.62 |    8.72 |   0.7652 |   0.4689 |   8.4744N |   1.8965N
  8.800 |        LOWER |   27.50 |    8.64 |   0.7665 |   0.4668 |   8.4840N |   1.9013N
  8.810 |        LOWER |   27.38 |    8.57 |   0.7678 |   0.4647 |   8.4937N |   1.9061N
  8.820 |        LOWER |   27.25 |    8.50 |   0.7691 |   0.4626 |   8.5032N |   1.9108N
  8.830 |        LOWER |   27.12 |    8.43 |   0.7704 |   0.4605 |   8.5128N |   1.9155N
  8.840 |        LOWER |   27.00 |    8.36 |   0.7717 |   0.4585 |   8.5223N |   1.9201N
  8.850 |        LOWER |   26.88 |    8.29 |   0.7730 |   0.4564 |   8.5317N |   1.9247N
  8.860 |        LOWER |   26.75 |    8.23 |   0.7742 |   0.4543 |   8.5411N |   1.9292N
  8.870 |        LOWER |   26.62 |    8.16 |   0.7755 |   0.4523 |   8.5505N |   1.9336N
  8.880 |        LOWER |   26.50 |    8.10 |   0.7767 |   0.4502 |   8.5598N |   1.9380N
  8.890 |        LOWER |   26.38 |    8.04 |   0.7780 |   0.4482 |   8.5691N |   1.9424N
  8.900 |        LOWER |   26.25 |    7.98 |   0.7792 |   0.4461 |   8.5784N |   1.9467N
  8.910 |        LOWER |   26.12 |    7.92 |   0.7804 |   0.4441 |   8.5876N |   1.9509N
  8.920 |        LOWER |   26.00 |    7.86 |   0.7815 |   0.4421 |   8.5966N |   1.9551N
  8.930 |        LOWER |   25.88 |    7.80 |   0.7827 |   0.4401 |   8.6053N |   1.9591N
  8.940 |        LOWER |   25.76 |    7.74 |   0.7838 |   0.4382 |   8.6139N |   1.9631N
  8.950 |        LOWER |   25.65 |    7.69 |   0.7849 |   0.4363 |   8.6222N |   1.9669N
  8.960 |        LOWER |   25.54 |    7.64 |   0.7860 |   0.4344 |   8.6304N |   1.9707N
  8.970 |        LOWER |   25.43 |    7.58 |   0.7870 |   0.4326 |   8.6383N |   1.9744N
  8.980 |        LOWER |   25.32 |    7.53 |   0.7880 |   0.4308 |   8.6461N |   1.9779N
  8.990 |        LOWER |   25.21 |    7.48 |   0.7890 |   0.4290 |   8.6537N |   1.9814N
  9.000 |        LOWER |   25.11 |    7.43 |   0.7900 |   0.4273 |   8.6611N |   1.9848N
 10.010 |       RETURN |   24.98 |    7.28 |   0.7915 |   0.4247 |   8.6699N |   1.9909N
 10.020 |       RETURN |   24.86 |    7.14 |   0.7929 |   0.4221 |   8.6787N |   1.9968N
 10.030 |       RETURN |   24.73 |    6.99 |   0.7944 |   0.4195 |   8.6874N |   2.0026N
 10.040 |       RETURN |   24.61 |    6.85 |   0.7958 |   0.4170 |   8.6962N |   2.0083N
 10.050 |       RETURN |   24.48 |    6.72 |   0.7972 |   0.4144 |   8.7048N |   2.0139N
 10.060 |       RETURN |   24.36 |    6.58 |   0.7986 |   0.4119 |   8.7134N |   2.0194N
 10.070 |       RETURN |   24.23 |    6.45 |   0.7999 |   0.4093 |   8.7220N |   2.0248N
 10.080 |       RETURN |   24.11 |    6.32 |   0.8013 |   0.4068 |   8.7306N |   2.0301N
 10.090 |       RETURN |   23.98 |    6.20 |   0.8026 |   0.4043 |   8.7391N |   2.0353N
 10.100 |       RETURN |   23.86 |    6.07 |   0.8039 |   0.4018 |   8.7475N |   2.0404N
 10.110 |       RETURN |   23.73 |    5.95 |   0.8052 |   0.3993 |   8.7560N |   2.0455N
 10.120 |       RETURN |   23.61 |    5.83 |   0.8065 |   0.3968 |   8.7643N |   2.0504N
 10.130 |       RETURN |   23.48 |    5.71 |   0.8078 |   0.3943 |   8.7727N |   2.0553N
 10.140 |       RETURN |   23.36 |    5.60 |   0.8090 |   0.3919 |   8.7810N |   2.0601N
 10.150 |       RETURN |   23.23 |    5.49 |   0.8102 |   0.3894 |   8.7892N |   2.0648N
 10.160 |       RETURN |   23.11 |    5.38 |   0.8115 |   0.3870 |   8.7974N |   2.0694N
 10.170 |       RETURN |   22.98 |    5.27 |   0.8127 |   0.3846 |   8.8056N |   2.0739N
 10.180 |       RETURN |   22.86 |    5.17 |   0.8138 |   0.3821 |   8.8137N |   2.0784N
 10.190 |       RETURN |   22.73 |    5.06 |   0.8150 |   0.3797 |   8.8218N |   2.0828N
 10.200 |       RETURN |   22.61 |    4.96 |   0.8162 |   0.3773 |   8.8298N |   2.0871N
 10.210 |       RETURN |   22.48 |    4.86 |   0.8173 |   0.3749 |   8.8378N |   2.0913N
 10.220 |       RETURN |   22.36 |    4.76 |   0.8184 |   0.3725 |   8.8458N |   2.0955N
 10.230 |       RETURN |   22.23 |    4.67 |   0.8195 |   0.3702 |   8.8537N |   2.0996N
 10.240 |       RETURN |   22.11 |    4.58 |   0.8206 |   0.3678 |   8.8616N |   2.1037N
 10.250 |       RETURN |   21.98 |    4.48 |   0.8217 |   0.3654 |   8.8694N |   2.1077N
 10.260 |       RETURN |   21.86 |    4.39 |   0.8228 |   0.3631 |   8.8772N |   2.1116N
 10.270 |       RETURN |   21.73 |    4.31 |   0.8239 |   0.3607 |   8.8850N |   2.1154N
 10.280 |       RETURN |   21.61 |    4.22 |   0.8249 |   0.3584 |   8.8927N |   2.1192N
 10.290 |       RETURN |   21.48 |    4.14 |   0.8259 |   0.3560 |   8.9003N |   2.1230N
 10.300 |       RETURN |   21.36 |    4.05 |   0.8270 |   0.3537 |   8.9080N |   2.1266N
