TASK 2 - PHASE 5: LOAD DISTRIBUTION LOG
Torque utilization and safety margins at each joint
==========================================================================================

SEQUENCE: Step Cycle
   Time |   Hip° |  Knee° |  HipLoad |  Hip% |   KnLoad |   Kn% | Dominant |   Danger
  3.500 |  18.75 |  27.00 |  9.0571N | 75.5% |  1.6429N | 19.3% |      HIP |  WARNING
  5.010 |  18.88 |  26.86 |  9.0504N | 75.4% |  1.6433N | 19.3% |      HIP |  WARNING
  5.020 |  19.00 |  26.72 |  9.0436N | 75.4% |  1.6437N | 19.3% |      HIP |  WARNING
  5.030 |  19.12 |  26.59 |  9.0368N | 75.3% |  1.6440N | 19.3% |      HIP |  WARNING
  5.040 |  19.25 |  26.46 |  9.0300N | 75.2% |  1.6442N | 19.3% |      HIP |  WARNING
  5.050 |  19.38 |  26.33 |  9.0231N | 75.2% |  1.6443N | 19.3% |      HIP |  WARNING
  5.060 |  19.50 |  26.20 |  9.0161N | 75.1% |  1.6443N | 19.3% |      HIP |  WARNING
  5.070 |  19.62 |  26.08 |  9.0091N | 75.1% |  1.6443N | 19.3% |      HIP |  WARNING
  5.080 |  19.75 |  25.96 |  9.0021N | 75.0% |  1.6442N | 19.3% |      HIP |  WARNING
  5.090 |  19.88 |  25.84 |  8.9950N | 75.0% |  1.6440N | 19.3% |      HIP |  WARNING
  5.100 |  20.00 |  25.72 |  8.9879N | 74.9% |  1.6438N | 19.3% |      HIP |  WARNING
  5.110 |  20.12 |  25.61 |  8.9808N | 74.8% |  1.6435N | 19.3% |      HIP |  WARNING
  5.120 |  20.25 |  25.49 |  8.9736N | 74.8% |  1.6431N | 19.3% |      HIP |  WARNING
  5.130 |  20.38 |  25.38 |  8.9663N | 74.7% |  1.6426N | 19.3% |      HIP |  WARNING
  5.140 |  20.50 |  25.28 |  8.9590N | 74.7% |  1.6421N | 19.3% |      HIP |  WARNING
  5.150 |  20.62 |  25.17 |  8.9517N | 74.6% |  1.6416N | 19.3% |      HIP |  WARNING
  5.160 |  20.75 |  25.07 |  8.9443N | 74.5% |  1.6409N | 19.3% |      HIP |  WARNING
  5.170 |  20.88 |  24.97 |  8.9369N | 74.5% |  1.6402N | 19.3% |      HIP |  WARNING
  5.180 |  21.00 |  24.87 |  8.9295N | 74.4% |  1.6395N | 19.3% |      HIP |  WARNING
  5.190 |  21.12 |  24.77 |  8.9220N | 74.3% |  1.6386N | 19.3% |      HIP |  WARNING
  5.200 |  21.25 |  24.67 |  8.9144N | 74.3% |  1.6378N | 19.3% |      HIP |  WARNING
  5.210 |  21.38 |  24.58 |  8.9068N | 74.2% |  1.6368N | 19.3% |      HIP |  WARNING
  5.220 |  21.50 |  24.49 |  8.8992N | 74.2% |  1.6359N | 19.2% |      HIP |  WARNING
  5.230 |  21.62 |  24.40 |  8.8915N | 74.1% |  1.6348N | 19.2% |      HIP |  WARNING
  5.240 |  21.75 |  24.31 |  8.8838N | 74.0% |  1.6337N | 19.2% |      HIP |  WARNING
  5.250 |  21.88 |  24.22 |  8.8761N | 74.0% |  1.6326N | 19.2% |      HIP |  WARNING
  5.260 |  22.00 |  24.14 |  8.8683N | 73.9% |  1.6314N | 19.2% |      HIP |  WARNING
  5.270 |  22.12 |  24.06 |  8.8604N | 73.8% |  1.6301N | 19.2% |      HIP |  WARNING
  5.280 |  22.25 |  23.98 |  8.8526N | 73.8% |  1.6288N | 19.2% |      HIP |  WARNING
  5.290 |  22.38 |  23.90 |  8.8446N | 73.7% |  1.6275N | 19.1% |      HIP |  WARNING
  5.300 |  22.50 |  23.82 |  8.8367N | 73.6% |  1.6261N | 19.1% |      HIP |  WARNING
  5.310 |  22.62 |  23.74 |  8.8287N | 73.6% |  1.6246N | 19.1% |      HIP |  WARNING
  5.320 |  22.75 |  23.67 |  8.8206N | 73.5% |  1.6231N | 19.1% |      HIP |  WARNING
  5.330 |  22.88 |  23.59 |  8.8125N | 73.4% |  1.6216N | 19.1% |      HIP |  WARNING
  5.340 |  23.00 |  23.52 |  8.8044N | 73.4% |  1.6200N | 19.1% |      HIP |  WARNING
  5.350 |  23.12 |  23.45 |  8.7962N | 73.3% |  1.6184N | 19.0% |      HIP |  WARNING
  5.360 |  23.25 |  23.38 |  8.7880N | 73.2% |  1.6167N | 19.0% |      HIP |  WARNING
  5.370 |  23.38 |  23.31 |  8.7798N | 73.2% |  1.6150N | 19.0% |      HIP |  WARNING
  5.380 |  23.50 |  23.25 |  8.7715N | 73.1% |  1.6132N | 19.0% |      HIP |  WARNING
  5.390 |  23.62 |  23.18 |  8.7631N | 73.0% |  1.6114N | 19.0% |      HIP |  WARNING
  5.400 |  23.75 |  23.12 |  8.7547N | 73.0% |  1.6096N | 18.9% |      HIP |  WARNING
  5.410 |  23.88 |  23.06 |  8.7463N | 72.9% |  1.6077N | 18.9% |      HIP |  WARNING
  5.420 |  24.00 |  23.00 |  8.7378N | 72.8% |  1.6058N | 18.9% |      HIP |  WARNING
  5.430 |  24.12 |  22.94 |  8.7293N | 72.7% |  1.6038N | 18.9% |      HIP |  WARNING
  5.440 |  24.25 |  22.88 |  8.7208N | 72.7% |  1.6019N | 18.9% |      HIP |  WARNING
  5.450 |  24.38 |  22.82 |  8.7122N | 72.6% |  1.5998N | 18.8% |      HIP |  WARNING
  5.460 |  24.50 |  22.76 |  8.7036N | 72.5% |  1.5978N | 18.8% |      HIP |  WARNING
  5.470 |  24.62 |  22.71 |  8.6949N | 72.5% |  1.5956N | 18.8% |      HIP |  WARNING
  5.480 |  24.75 |  22.65 |  8.6862N | 72.4% |  1.5935N | 18.8% |      HIP |  WARNING
  5.490 |  24.88 |  22.60 |  8.6774N | 72.3% |  1.5913N | 18.7% |      HIP |  WARNING
  5.500 |  25.00 |  22.55 |  8.6686N | 72.2% |  1.5891N | 18.7% |      HIP |  WARNING
  5.510 |  25.12 |  22.50 |  8.6598N | 72.2% |  1.5869N | 18.7% |      HIP |  WARNING
  5.520 |  25.25 |  22.45 |  8.6509N | 72.1% |  1.5846N | 18.6% |      HIP |  WARNING
  5.530 |  25.38 |  22.40 |  8.6420N | 72.0% |  1.5823N | 18.6% |      HIP |  WARNING
  5.540 |  25.50 |  22.35 |  8.6330N | 71.9% |  1.5799N | 18.6% |      HIP |  WARNING
  5.550 |  25.62 |  22.30 |  8.6240N | 71.9% |  1.5776N | 18.6% |      HIP |  WARNING
  5.560 |  25.75 |  22.26 |  8.6150N | 71.8% |  1.5752N | 18.5% |      HIP |  WARNING
  5.570 |  25.88 |  22.21 |  8.6059N | 71.7% |  1.5727N | 18.5% |      HIP |  WARNING
  5.580 |  26.00 |  22.17 |  8.5967N | 71.6% |  1.5702N | 18.5% |      HIP |  WARNING
  5.590 |  26.12 |  22.13 |  8.5876N | 71.6% |  1.5677N | 18.4% |      HIP |  WARNING
  5.600 |  26.25 |  22.08 |  8.5784N | 71.5% |  1.5652N | 18.4% |      HIP |  WARNING
  5.610 |  26.38 |  22.04 |  8.5691N | 71.4% |  1.5626N | 18.4% |      HIP |  WARNING
  5.620 |  26.50 |  22.00 |  8.5598N | 71.3% |  1.5601N | 18.4% |      HIP |  WARNING
  5.630 |  26.62 |  21.96 |  8.5505N | 71.2% |  1.5574N | 18.3% |      HIP |  WARNING
  5.640 |  26.75 |  21.92 |  8.5411N | 71.2% |  1.5548N | 18.3% |      HIP |  WARNING
  5.650 |  26.88 |  21.88 |  8.5317N | 71.1% |  1.5521N | 18.3% |      HIP |  WARNING
  5.660 |  27.00 |  21.85 |  8.5223N | 71.0% |  1.5494N | 18.2% |      HIP |  WARNING
  5.670 |  27.12 |  21.81 |  8.5128N | 70.9% |  1.5467N | 18.2% |      HIP |  WARNING
  5.680 |  27.25 |  21.77 |  8.5032N | 70.9% |  1.5439N | 18.2% |      HIP |  WARNING
  5.690 |  27.38 |  21.74 |  8.4937N | 70.8% |  1.5412N | 18.1% |      HIP |  WARNING
  5.700 |  27.50 |  21.70 |  8.4840N | 70.7% |  1.5384N | 18.1% |      HIP |  WARNING
  5.710 |  27.62 |  21.67 |  8.4744N | 70.6% |  1.5355N | 18.1% |      HIP |  WARNING
  5.720 |  27.75 |  21.63 |  8.4647N | 70.5% |  1.5327N | 18.0% |      HIP |  WARNING
  5.730 |  27.88 |  21.60 |  8.4549N | 70.5% |  1.5298N | 18.0% |      HIP |  WARNING
  5.740 |  28.00 |  21.57 |  8.4452N | 70.4% |  1.5269N | 18.0% |      HIP |  WARNING
  5.750 |  28.12 |  21.54 |  8.4354N | 70.3% |  1.5240N | 17.9% |      HIP |  WARNING
  5.760 |  28.25 |  21.51 |  8.4255N | 70.2% |  1.5210N | 17.9% |      HIP |  WARNING
  5.770 |  28.38 |  21.48 |  8.4156N | 70.1% |  1.5180N | 17.9% |      HIP |  WARNING
  5.780 |  28.50 |  21.45 |  8.4057N | 70.0% |  1.5150N | 17.8% |      HIP |  WARNING
  5.790 |  28.62 |  21.42 |  8.3957N | 70.0% |  1.5120N | 17.8% |      HIP |     SAFE
  5.800 |  28.75 |  21.39 |  8.3857N | 69.9% |  1.5090N | 17.8% |      HIP |     SAFE
  5.810 |  28.88 |  21.36 |  8.3756N | 69.8% |  1.5059N | 17.7% |      HIP |     SAFE
  5.820 |  29.00 |  21.34 |  8.3655N | 69.7% |  1.5028N | 17.7% |      HIP |     SAFE
  5.830 |  29.12 |  21.31 |  8.3554N | 69.6% |  1.4997N | 17.6% |      HIP |     SAFE
  5.840 |  29.25 |  21.28 |  8.3452N | 69.5% |  1.4965N | 17.6% |      HIP |     SAFE
  5.850 |  29.38 |  21.26 |  8.3350N | 69.5% |  1.4934N | 17.6% |      HIP |     SAFE
  5.860 |  29.50 |  21.23 |  8.3247N | 69.4% |  1.4902N | 17.5% |      HIP |     SAFE
  5.870 |  29.62 |  21.21 |  8.3144N | 69.3% |  1.4870N | 17.5% |      HIP |     SAFE
  5.880 |  29.75 |  21.18 |  8.3041N | 69.2% |  1.4838N | 17.5% |      HIP |     SAFE
  5.890 |  29.88 |  21.16 |  8.2937N | 69.1% |  1.4806N | 17.4% |      HIP |     SAFE
  5.900 |  30.00 |  21.14 |  8.2833N | 69.0% |  1.4773N | 17.4% |      HIP |     SAFE
  5.910 |  30.12 |  21.11 |  8.2729N | 68.9% |  1.4740N | 17.3% |      HIP |     SAFE
  5.920 |  30.25 |  21.09 |  8.2624N | 68.8% |  1.4708N | 17.3% |      HIP |     SAFE
  5.930 |  30.38 |  21.07 |  8.2518N | 68.8% |  1.4674N | 17.3% |      HIP |     SAFE
  5.940 |  30.50 |  21.05 |  8.2413N | 68.7% |  1.4641N | 17.2% |      HIP |     SAFE
  5.950 |  30.62 |  21.03 |  8.2307N | 68.6% |  1.4608N | 17.2% |      HIP |     SAFE
  5.960 |  30.75 |  21.01 |  8.2200N | 68.5% |  1.4574N | 17.1% |      HIP |     SAFE
  5.970 |  30.88 |  20.99 |  8.2093N | 68.4% |  1.4540N | 17.1% |      HIP |     SAFE
  5.980 |  31.00 |  20.97 |  8.1986N | 68.3% |  1.4506N | 17.1% |      HIP |     SAFE
  5.990 |  31.12 |  20.95 |  8.1878N | 68.2% |  1.4472N | 17.0% |      HIP |     SAFE
  6.000 |  31.25 |  20.93 |  8.1770N | 68.1% |  1.4437N | 17.0% |      HIP |     SAFE
  6.010 |  31.38 |  20.91 |  8.1662N | 68.0% |  1.4403N | 16.9% |      HIP |     SAFE
  6.020 |  31.50 |  20.89 |  8.1553N | 68.0% |  1.4368N | 16.9% |      HIP |     SAFE
  6.030 |  31.62 |  20.87 |  8.1444N | 67.9% |  1.4333N | 16.9% |      HIP |     SAFE
  6.040 |  31.75 |  20.86 |  8.1334N | 67.8% |  1.4298N | 16.8% |      HIP |     SAFE
  6.050 |  31.88 |  20.84 |  8.1224N | 67.7% |  1.4263N | 16.8% |      HIP |     SAFE
  6.060 |  32.00 |  20.82 |  8.1114N | 67.6% |  1.4227N | 16.7% |      HIP |     SAFE
  6.070 |  32.12 |  20.81 |  8.1003N | 67.5% |  1.4192N | 16.7% |      HIP |     SAFE
  6.080 |  32.25 |  20.79 |  8.0892N | 67.4% |  1.4156N | 16.6% |      HIP |     SAFE
  6.090 |  32.38 |  20.77 |  8.0780N | 67.3% |  1.4120N | 16.6% |      HIP |     SAFE
  6.100 |  32.50 |  20.76 |  8.0668N | 67.2% |  1.4084N | 16.6% |      HIP |     SAFE
  6.110 |  32.62 |  20.74 |  8.0556N | 67.1% |  1.4048N | 16.5% |      HIP |     SAFE
  6.120 |  32.75 |  20.73 |  8.0443N | 67.0% |  1.4012N | 16.5% |      HIP |     SAFE
  6.130 |  32.88 |  20.71 |  8.0330N | 66.9% |  1.3975N | 16.4% |      HIP |     SAFE
  6.140 |  33.00 |  20.70 |  8.0217N | 66.8% |  1.3938N | 16.4% |      HIP |     SAFE
  6.150 |  33.12 |  20.69 |  8.0103N | 66.8% |  1.3902N | 16.4% |      HIP |     SAFE
  6.160 |  33.25 |  20.67 |  7.9989N | 66.7% |  1.3865N | 16.3% |      HIP |     SAFE
  6.170 |  33.38 |  20.66 |  7.9874N | 66.6% |  1.3828N | 16.3% |      HIP |     SAFE
  6.180 |  33.50 |  20.65 |  7.9759N | 66.5% |  1.3790N | 16.2% |      HIP |     SAFE
  6.190 |  33.62 |  20.63 |  7.9644N | 66.4% |  1.3753N | 16.2% |      HIP |     SAFE
  6.200 |  33.75 |  20.62 |  7.9528N | 66.3% |  1.3716N | 16.1% |      HIP |     SAFE
  6.210 |  33.88 |  20.61 |  7.9412N | 66.2% |  1.3678N | 16.1% |      HIP |     SAFE
  6.220 |  34.00 |  20.60 |  7.9295N | 66.1% |  1.3640N | 16.1% |      HIP |     SAFE
  6.230 |  34.12 |  20.58 |  7.9178N | 66.0% |  1.3602N | 16.0% |      HIP |     SAFE
  6.240 |  34.25 |  20.57 |  7.9061N | 65.9% |  1.3564N | 16.0% |      HIP |     SAFE
  6.250 |  34.38 |  20.56 |  7.8944N | 65.8% |  1.3526N | 15.9% |      HIP |     SAFE
  6.260 |  34.50 |  20.55 |  7.8826N | 65.7% |  1.3488N | 15.9% |      HIP |     SAFE
  6.270 |  34.62 |  20.54 |  7.8707N | 65.6% |  1.3449N | 15.8% |      HIP |     SAFE
  6.280 |  34.75 |  20.53 |  7.8588N | 65.5% |  1.3411N | 15.8% |      HIP |     SAFE
  6.290 |  34.88 |  20.52 |  7.8469N | 65.4% |  1.3372N | 15.7% |      HIP |     SAFE
  6.300 |  35.00 |  20.51 |  7.8350N | 65.3% |  1.3333N | 15.7% |      HIP |     SAFE
  6.310 |  35.12 |  20.50 |  7.8230N | 65.2% |  1.3294N | 15.6% |      HIP |     SAFE
  6.320 |  35.25 |  20.49 |  7.8110N | 65.1% |  1.3255N | 15.6% |      HIP |     SAFE
  6.330 |  35.38 |  20.48 |  7.7989N | 65.0% |  1.3216N | 15.6% |      HIP |     SAFE
  6.340 |  35.50 |  20.47 |  7.7868N | 64.9% |  1.3177N | 15.5% |      HIP |     SAFE
  6.350 |  35.62 |  20.46 |  7.7747N | 64.8% |  1.3137N | 15.5% |      HIP |     SAFE
  6.360 |  35.75 |  20.45 |  7.7625N | 64.7% |  1.3098N | 15.4% |      HIP |     SAFE
  6.370 |  35.88 |  20.44 |  7.7503N | 64.6% |  1.3058N | 15.4% |      HIP |     SAFE
  6.380 |  36.00 |  20.43 |  7.7380N | 64.5% |  1.3018N | 15.3% |      HIP |     SAFE
  6.390 |  36.12 |  20.42 |  7.7258N | 64.4% |  1.2979N | 15.3% |      HIP |     SAFE
  6.400 |  36.25 |  20.41 |  7.7134N | 64.3% |  1.2939N | 15.2% |      HIP |     SAFE
  6.410 |  36.38 |  20.41 |  7.7011N | 64.2% |  1.2899N | 15.2% |      HIP |     SAFE
  6.420 |  36.50 |  20.40 |  7.6887N | 64.1% |  1.2858N | 15.1% |      HIP |     SAFE
  6.430 |  36.62 |  20.39 |  7.6763N | 64.0% |  1.2818N | 15.1% |      HIP |     SAFE
  6.440 |  36.75 |  20.38 |  7.6638N | 63.9% |  1.2778N | 15.0% |      HIP |     SAFE
  6.450 |  36.88 |  20.37 |  7.6513N | 63.8% |  1.2737N | 15.0% |      HIP |     SAFE
  6.460 |  37.00 |  20.37 |  7.6387N | 63.7% |  1.2696N | 14.9% |      HIP |     SAFE
  6.470 |  37.12 |  20.36 |  7.6262N | 63.5% |  1.2656N | 14.9% |      HIP |     SAFE
  6.480 |  37.25 |  20.35 |  7.6136N | 63.5% |  1.2615N | 14.8% |      HIP |     SAFE
  6.490 |  37.38 |  20.34 |  7.6009N | 63.3% |  1.2574N | 14.8% |      HIP |     SAFE
  6.500 |  37.50 |  20.34 |  7.5882N | 63.2% |  1.2533N | 14.7% |      HIP |     SAFE
  8.010 |  37.38 |  20.16 |  7.6009N | 63.3% |  1.2639N | 14.9% |      HIP |     SAFE
  8.020 |  37.25 |  19.98 |  7.6136N | 63.5% |  1.2744N | 15.0% |      HIP |     SAFE
  8.030 |  37.12 |  19.80 |  7.6262N | 63.5% |  1.2849N | 15.1% |      HIP |     SAFE
  8.040 |  37.00 |  19.62 |  7.6387N | 63.7% |  1.2954N | 15.2% |      HIP |     SAFE
  8.050 |  36.88 |  19.44 |  7.6513N | 63.8% |  1.3059N | 15.4% |      HIP |     SAFE
  8.060 |  36.75 |  19.26 |  7.6638N | 63.9% |  1.3163N | 15.5% |      HIP |     SAFE
  8.070 |  36.62 |  19.08 |  7.6763N | 64.0% |  1.3267N | 15.6% |      HIP |     SAFE
  8.080 |  36.50 |  18.90 |  7.6887N | 64.1% |  1.3370N | 15.7% |      HIP |     SAFE
  8.090 |  36.38 |  18.72 |  7.7011N | 64.2% |  1.3473N | 15.8% |      HIP |     SAFE
  8.100 |  36.25 |  18.54 |  7.7134N | 64.3% |  1.3576N | 16.0% |      HIP |     SAFE
  8.110 |  36.12 |  18.36 |  7.7258N | 64.4% |  1.3678N | 16.1% |      HIP |     SAFE
  8.120 |  36.00 |  18.18 |  7.7380N | 64.5% |  1.3780N | 16.2% |      HIP |     SAFE
  8.130 |  35.88 |  18.00 |  7.7503N | 64.6% |  1.3881N | 16.3% |      HIP |     SAFE
  8.140 |  35.75 |  17.82 |  7.7625N | 64.7% |  1.3982N | 16.4% |      HIP |     SAFE
  8.150 |  35.62 |  17.64 |  7.7747N | 64.8% |  1.4083N | 16.6% |      HIP |     SAFE
  8.160 |  35.50 |  17.46 |  7.7868N | 64.9% |  1.4183N | 16.7% |      HIP |     SAFE
  8.170 |  35.38 |  17.28 |  7.7989N | 65.0% |  1.4283N | 16.8% |      HIP |     SAFE
  8.180 |  35.25 |  17.10 |  7.8110N | 65.1% |  1.4382N | 16.9% |      HIP |     SAFE
  8.190 |  35.12 |  16.92 |  7.8230N | 65.2% |  1.4481N | 17.0% |      HIP |     SAFE
  8.200 |  35.00 |  16.74 |  7.8350N | 65.3% |  1.4580N | 17.1% |      HIP |     SAFE
  8.210 |  34.88 |  16.56 |  7.8469N | 65.4% |  1.4678N | 17.3% |      HIP |     SAFE
  8.220 |  34.75 |  16.38 |  7.8588N | 65.5% |  1.4776N | 17.4% |      HIP |     SAFE
  8.230 |  34.62 |  16.20 |  7.8707N | 65.6% |  1.4873N | 17.5% |      HIP |     SAFE
  8.240 |  34.50 |  16.02 |  7.8826N | 65.7% |  1.4970N | 17.6% |      HIP |     SAFE
  8.250 |  34.38 |  15.84 |  7.8944N | 65.8% |  1.5067N | 17.7% |      HIP |     SAFE
  8.260 |  34.25 |  15.66 |  7.9061N | 65.9% |  1.5163N | 17.8% |      HIP |     SAFE
  8.270 |  34.12 |  15.48 |  7.9178N | 66.0% |  1.5258N | 17.9% |      HIP |     SAFE
  8.280 |  34.00 |  15.30 |  7.9295N | 66.1% |  1.5354N | 18.1% |      HIP |     SAFE
  8.290 |  33.88 |  15.12 |  7.9412N | 66.2% |  1.5448N | 18.2% |      HIP |     SAFE
  8.300 |  33.75 |  14.94 |  7.9528N | 66.3% |  1.5543N | 18.3% |      HIP |     SAFE
  8.310 |  33.62 |  14.76 |  7.9644N | 66.4% |  1.5637N | 18.4% |      HIP |     SAFE
  8.320 |  33.50 |  14.58 |  7.9759N | 66.5% |  1.5730N | 18.5% |      HIP |     SAFE
  8.330 |  33.38 |  14.40 |  7.9874N | 66.6% |  1.5823N | 18.6% |      HIP |     SAFE
  8.340 |  33.25 |  14.22 |  7.9989N | 66.7% |  1.5916N | 18.7% |      HIP |     SAFE
  8.350 |  33.12 |  14.04 |  8.0103N | 66.8% |  1.6008N | 18.8% |      HIP |     SAFE
  8.360 |  33.00 |  13.86 |  8.0217N | 66.8% |  1.6100N | 18.9% |      HIP |     SAFE
  8.370 |  32.88 |  13.68 |  8.0330N | 66.9% |  1.6190N | 19.1% |      HIP |     SAFE
  8.380 |  32.75 |  13.51 |  8.0443N | 67.0% |  1.6279N | 19.1% |      HIP |     SAFE
  8.390 |  32.62 |  13.34 |  8.0556N | 67.1% |  1.6366N | 19.2% |      HIP |     SAFE
  8.400 |  32.50 |  13.17 |  8.0668N | 67.2% |  1.6452N | 19.4% |      HIP |     SAFE
  8.410 |  32.38 |  13.01 |  8.0780N | 67.3% |  1.6537N | 19.5% |      HIP |     SAFE
  8.420 |  32.25 |  12.85 |  8.0892N | 67.4% |  1.6620N | 19.6% |      HIP |     SAFE
  8.430 |  32.12 |  12.69 |  8.1003N | 67.5% |  1.6702N | 19.6% |      HIP |     SAFE
  8.440 |  32.00 |  12.54 |  8.1114N | 67.6% |  1.6782N | 19.7% |      HIP |     SAFE
  8.450 |  31.88 |  12.39 |  8.1224N | 67.7% |  1.6862N | 19.8% |      HIP |     SAFE
  8.460 |  31.75 |  12.24 |  8.1334N | 67.8% |  1.6940N | 19.9% |      HIP |     SAFE
  8.470 |  31.62 |  12.09 |  8.1444N | 67.9% |  1.7016N | 20.0% |      HIP |     SAFE
  8.480 |  31.50 |  11.95 |  8.1553N | 68.0% |  1.7092N | 20.1% |      HIP |     SAFE
  8.490 |  31.38 |  11.81 |  8.1662N | 68.0% |  1.7166N | 20.2% |      HIP |     SAFE
  8.500 |  31.25 |  11.68 |  8.1770N | 68.1% |  1.7240N | 20.3% |      HIP |     SAFE
  8.510 |  31.12 |  11.54 |  8.1878N | 68.2% |  1.7312N | 20.4% |      HIP |     SAFE
  8.520 |  31.00 |  11.41 |  8.1986N | 68.3% |  1.7383N | 20.4% |      HIP |     SAFE
  8.530 |  30.88 |  11.28 |  8.2093N | 68.4% |  1.7453N | 20.5% |      HIP |     SAFE
  8.540 |  30.75 |  11.16 |  8.2200N | 68.5% |  1.7522N | 20.6% |      HIP |     SAFE
  8.550 |  30.62 |  11.03 |  8.2307N | 68.6% |  1.7590N | 20.7% |      HIP |     SAFE
  8.560 |  30.50 |  10.91 |  8.2413N | 68.7% |  1.7657N | 20.8% |      HIP |     SAFE
  8.570 |  30.38 |  10.80 |  8.2518N | 68.8% |  1.7723N | 20.9% |      HIP |     SAFE
  8.580 |  30.25 |  10.68 |  8.2624N | 68.8% |  1.7788N | 20.9% |      HIP |     SAFE
  8.590 |  30.12 |  10.57 |  8.2729N | 68.9% |  1.7852N | 21.0% |      HIP |     SAFE
  8.600 |  30.00 |  10.45 |  8.2833N | 69.0% |  1.7915N | 21.1% |      HIP |     SAFE
  8.610 |  29.88 |  10.35 |  8.2937N | 69.1% |  1.7977N | 21.1% |      HIP |     SAFE
  8.620 |  29.75 |  10.24 |  8.3041N | 69.2% |  1.8039N | 21.2% |      HIP |     SAFE
  8.630 |  29.62 |  10.13 |  8.3144N | 69.3% |  1.8099N | 21.3% |      HIP |     SAFE
  8.640 |  29.50 |  10.03 |  8.3247N | 69.4% |  1.8159N | 21.4% |      HIP |     SAFE
  8.650 |  29.38 |   9.93 |  8.3350N | 69.5% |  1.8218N | 21.4% |      HIP |     SAFE
  8.660 |  29.25 |   9.83 |  8.3452N | 69.5% |  1.8276N | 21.5% |      HIP |     SAFE
  8.670 |  29.12 |   9.74 |  8.3554N | 69.6% |  1.8333N | 21.6% |      HIP |     SAFE
  8.680 |  29.00 |   9.64 |  8.3655N | 69.7% |  1.8390N | 21.6% |      HIP |     SAFE
  8.690 |  28.88 |   9.55 |  8.3756N | 69.8% |  1.8445N | 21.7% |      HIP |     SAFE
  8.700 |  28.75 |   9.46 |  8.3857N | 69.9% |  1.8500N | 21.8% |      HIP |     SAFE
  8.710 |  28.62 |   9.37 |  8.3957N | 70.0% |  1.8555N | 21.8% |      HIP |     SAFE
  8.720 |  28.50 |   9.28 |  8.4057N | 70.0% |  1.8608N | 21.9% |      HIP |  WARNING
  8.730 |  28.38 |   9.19 |  8.4156N | 70.1% |  1.8661N | 21.9% |      HIP |  WARNING
  8.740 |  28.25 |   9.11 |  8.4255N | 70.2% |  1.8713N | 22.0% |      HIP |  WARNING
  8.750 |  28.12 |   9.03 |  8.4354N | 70.3% |  1.8765N | 22.1% |      HIP |  WARNING
  8.760 |  28.00 |   8.95 |  8.4452N | 70.4% |  1.8816N | 22.1% |      HIP |  WARNING
  8.770 |  27.88 |   8.87 |  8.4549N | 70.5% |  1.8866N | 22.2% |      HIP |  WARNING
  8.780 |  27.75 |   8.79 |  8.4647N | 70.5% |  1.8916N | 22.2% |      HIP |  WARNING
  8.790 |  27.62 |   8.72 |  8.4744N | 70.6% |  1.8965N | 22.3% |      HIP |  WARNING
  8.800 |  27.50 |   8.64 |  8.4840N | 70.7% |  1.9013N | 22.4% |      HIP |  WARNING
  8.810 |  27.38 |   8.57 |  8.4937N | 70.8% |  1.9061N | 22.4% |      HIP |  WARNING
  8.820 |  27.25 |   8.50 |  8.5032N | 70.9% |  1.9108N | 22.5% |      HIP |  WARNING
  8.830 |  27.12 |   8.43 |  8.5128N | 70.9% |  1.9155N | 22.5% |      HIP |  WARNING
  8.840 |  27.00 |   8.36 |  8.5223N | 71.0% |  1.9201N | 22.6% |      HIP |  WARNING
  8.850 |  26.88 |   8.29 |  8.5317N | 71.1% |  1.9247N | 22.6% |      HIP |  WARNING
  8.860 |  26.75 |   8.23 |  8.5411N | 71.2% |  1.9292N | 22.7% |      HIP |  WARNING
  8.870 |  26.62 |   8.16 |  8.5505N | 71.2% |  1.9336N | 22.8% |      HIP |  WARNING
  8.880 |  26.50 |   8.10 |  8.5598N | 71.3% |  1.9380N | 22.8% |      HIP |  WARNING
  8.890 |  26.38 |   8.04 |  8.5691N | 71.4% |  1.9424N | 22.9% |      HIP |  WARNING
  8.900 |  26.25 |   7.98 |  8.5784N | 71.5% |  1.9467N | 22.9% |      HIP |  WARNING
  8.910 |  26.12 |   7.92 |  8.5876N | 71.6% |  1.9509N | 22.9% |      HIP |  WARNING
  8.920 |  26.00 |   7.86 |  8.5966N | 71.6% |  1.9551N | 23.0% |      HIP |  WARNING
  8.930 |  25.88 |   7.80 |  8.6053N | 71.7% |  1.9591N | 23.1% |      HIP |  WARNING
  8.940 |  25.76 |   7.74 |  8.6139N | 71.8% |  1.9631N | 23.1% |      HIP |  WARNING
  8.950 |  25.65 |   7.69 |  8.6222N | 71.8% |  1.9669N | 23.1% |      HIP |  WARNING
  8.960 |  25.54 |   7.64 |  8.6304N | 71.9% |  1.9707N | 23.2% |      HIP |  WARNING
  8.970 |  25.43 |   7.58 |  8.6383N | 72.0% |  1.9744N | 23.2% |      HIP |  WARNING
  8.980 |  25.32 |   7.53 |  8.6461N | 72.0% |  1.9779N | 23.3% |      HIP |  WARNING
  8.990 |  25.21 |   7.48 |  8.6537N | 72.1% |  1.9814N | 23.3% |      HIP |  WARNING
  9.000 |  25.11 |   7.43 |  8.6611N | 72.2% |  1.9848N | 23.4% |      HIP |  WARNING
 10.010 |  24.98 |   7.28 |  8.6699N | 72.2% |  1.9909N | 23.4% |      HIP |  WARNING
